SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-21-2021,Single Family Residential,9705 Port Huron Ln,Las Vegas,NV,89134,375000,4,3.0,Amarante At Summerlin,1900,4792,1993,259,197,50,Sold,,,http://www.redfin.com/NV/Las-Vegas/9705-Port-Huron-Ln-89134/home/29156203,GLVAR,2248373,N,Y,36.202963,-115.3063766
PAST SALE,October-9-2019,Single Family Residential,4535 Maulding Ave,Las Vegas,NV,89139,455000,3,2.5,RE ESTATES,2234,22216,1976,729,204,,Sold,,,http://www.redfin.com/NV/Las-Vegas/4535-W-Maulding-Ave-89139/home/29596602,GLVAR,2115458,N,Y,36.0513892,-115.202417
PAST SALE,January-25-2021,Single Family Residential,608 Jones Blvd,Las Vegas,NV,89107,296900,4,3.0,Charleston Heights Tr #45C,2128,8276,1964,255,140,,Sold,,,http://www.redfin.com/NV/Las-Vegas/608-N-Jones-Blvd-89107/home/145536193,GLVAR,2247268,N,Y,36.179096,-115.2236054
PAST SALE,September-8-2021,Single Family Residential,2705 Cherry Springs Ct,Las Vegas,NV,89117,485000,4,3.0,Style At The Lakes Amd,2148,4792,1987,29,226,22,Sold,,,http://www.redfin.com/NV/Las-Vegas/2705-Cherry-Springs-Ct-89117/home/29531021,GLVAR,2319180,N,Y,36.1425916,-115.2954034
PAST SALE,May-6-2021,Single Family Residential,2874 Tori Way,Henderson,NV,89074,372000,3,2.0,Shenandoah Ridge-Amd,1364,6098,1989,154,273,,Sold,,,http://www.redfin.com/NV/Henderson/2874-Tori-Way-89074/home/29617689,GLVAR,2278862,N,Y,36.0395343,-115.1127388
PAST SALE,December-20-2019,Single Family Residential,3202 Panamint Ct,North Las Vegas,NV,89032,242500,3,2.0,GOWAN EST,1540,6534,1996,657,157,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3202-Panamint-Ct-89032/home/29248718,GLVAR,2146448,N,Y,36.2272614,-115.1834274
PAST SALE,March-18-2021,Single Family Residential,1826 Indian Rock Rd,North Las Vegas,NV,89031,300000,3,2.0,Eldorado #9-R1-60 #6,1826,6970,1999,203,164,10,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/1826-Indian-Rock-Rd-89031/home/29077828,GLVAR,2269456,N,Y,36.2727884,-115.1684664
PAST SALE,May-18-2021,Single Family Residential,2290 Tenaya Way,Las Vegas,NV,89117,650000,4,2.5,,2760,20473,1982,142,236,,Sold,,,http://www.redfin.com/NV/Las-Vegas/2290-S-Tenaya-Way-89117/home/29520628,GLVAR,2268819,N,Y,36.1463258,-115.251669
PAST SALE,September-25-2020,Single Family Residential,7943 Long Beach St,Las Vegas,NV,89139,288000,3,2.0,Blue Diamond Ranch,1314,4356,2001,377,219,13,Sold,,,http://www.redfin.com/NV/Las-Vegas/7943-Long-Beach-St-89139/home/29901530,GLVAR,2226011,N,Y,36.0454923,-115.207419
PAST SALE,August-27-2021,Single Family Residential,9516 Echo Glen Dr,Las Vegas,NV,89117,450000,4,3.0,Vista Del Lago,2132,5227,1988,41,211,77,Sold,,,http://www.redfin.com/NV/Las-Vegas/9516-Echo-Glen-Dr-89117/home/29531344,GLVAR,2317287,N,Y,36.13175,-115.3031356
PAST SALE,March-16-2020,Single Family Residential,5016 Stone Bay Ave,Las Vegas,NV,89131,348000,4,2.5,PAVONA EST,2177,5227,2004,570,160,48,Sold,,,http://www.redfin.com/NV/Las-Vegas/5016-Stone-Bay-Ave-89131/home/28984783,GLVAR,2167221,N,Y,36.2945702,-115.2095494
PAST SALE,November-5-2019,Single Family Residential,852 Wallach Ave,Las Vegas,NV,89123,265000,2,2.0,MARYLAND PEBBLE,1179,4792,1997,702,225,15,Sold,,,http://www.redfin.com/NV/Las-Vegas/852-Wallach-Ave-89123/home/29631287,GLVAR,2139929,N,Y,36.0264338,-115.1439623
PAST SALE,January-14-2021,Single Family Residential,8229 Antler Pines Ct,Las Vegas,NV,89149,485000,5,3.0,Deer Spgs Ranch,3165,6970,1998,266,153,32,Sold,,,http://www.redfin.com/NV/Las-Vegas/8229-Antler-Pines-Ct-89149/home/29091908,GLVAR,2244054,N,Y,36.2822588,-115.2758406
PAST SALE,February-28-2020,Single Family Residential,3640 Via Marliana,Henderson,NV,89052,310000,3,2.5,VILLAGE OF AVELLINO-UNIT 3 AMD,1626,3049,2013,587,191,95,Sold,,,http://www.redfin.com/NV/Henderson/3640-Via-Marliana-89052/home/52628191,GLVAR,2168115,N,Y,35.9863076,-115.1473902
PAST SALE,December-3-2020,Single Family Residential,7182 Steubling Glen St,North Las Vegas,NV,89084,310000,3,3.0,Square At North Ranch Amd,2036,3485,2017,308,152,70,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/7182-Steubling-Glen-St-89084/home/143188411,GLVAR,2242088,N,Y,36.2906106,-115.138497
PAST SALE,January-28-2021,Single Family Residential,7133 Pipers Run Pl,North Las Vegas,NV,89084,419000,3,2.0,"Aliante Parcels 31A,31B & 31C",1992,6098,2006,252,210,45,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/7133-Pipers-Run-Pl-89084/home/29226378,GLVAR,2249450,N,Y,36.2906714,-115.1720099
PAST SALE,May-29-2020,Single Family Residential,33 Pine Blossom Ave,Las Vegas,NV,89031,260000,3,2.5,Sierra Ranch-Village 4 Unit 2,1622,3920,2008,496,160,113,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/33-Pine-Blossom-Ave-89031/home/29269932,GLVAR,2191880,N,Y,36.2654822,-115.1408123
PAST SALE,July-26-2021,Single Family Residential,6109 Casa Antiqua St,North Las Vegas,NV,89081,348000,3,3.0,Terracina,1959,3485,2004,73,178,62,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6109-Casa-Antiqua-St-89081/home/29016512,GLVAR,2308947,N,Y,36.2711798,-115.0982842
PAST SALE,November-8-2019,Single Family Residential,5102 Silent Valley Ave,Las Vegas,NV,89139,275000,3,2.5,SUNSET PASS UNIT 2,1739,3049,2007,699,158,50,Sold,,,http://www.redfin.com/NV/Las-Vegas/5102-Silent-Valley-Ct-89139/home/29054468,GLVAR,2131641,N,Y,36.0347518,-115.2109388
PAST SALE,August-13-2021,Single Family Residential,6993 Point Cabrillo Ct,Las Vegas,NV,89113,400000,3,2.0,Shadowbrook Falls,1600,4356,2004,55,250,70,Sold,,,http://www.redfin.com/NV/Las-Vegas/6993-Point-Cabrillo-Ct-89113/home/28980145,GLVAR,2311156,N,Y,36.0440773,-115.2451627
PAST SALE,September-23-2021,Single Family Residential,8735 Glennaire Way,Las Vegas,NV,89123,575000,4,3.0,Maryland Pebble,2313,12632,1996,14,249,29,Sold,,,http://www.redfin.com/NV/Las-Vegas/8735-Glennaire-Way-89123/home/29625370,GLVAR,2325688,N,Y,36.0309615,-115.1383108
PAST SALE,September-11-2020,Single Family Residential,2745 Mccoy Dr,Las Vegas,NV,89134,340000,2,2.0,Sun City Summerlin,1629,7841,1990,391,209,122,Sold,,,http://www.redfin.com/NV/Las-Vegas/2745-McCoy-Dr-89134/home/29153594,GLVAR,2207810,N,Y,36.2108743,-115.3045709
PAST SALE,July-21-2020,Single Family Residential,677 Riverband,Henderson,NV,89052,414000,3,2.0,Southfork Parcel 1,1728,6534,1998,443,240,28,Sold,,,http://www.redfin.com/NV/Henderson/677-Riverband-Pl-89052/home/29637042,GLVAR,2202471,N,Y,36.005825,-115.1084766
PAST SALE,May-14-2020,Single Family Residential,7501 Central Butte,Las Vegas,NV,89129,300000,3,2.0,Pioneer Est West-Phase 7,1884,6970,1998,511,159,,Sold,,,http://www.redfin.com/NV/Las-Vegas/7501-W-Central-Butte-Ave-89129/home/29129363,GLVAR,2189293,N,Y,36.225928,-115.2584298
PAST SALE,September-14-2020,Single Family Residential,9844 Serona Heights Ct,Las Vegas,NV,89178,375000,4,2.5,Via Valencia Via Ventura,2044,3920,2007,388,183,25,Sold,,,http://www.redfin.com/NV/Las-Vegas/9844-S-Serona-Heights-Ct-89178/home/29046075,GLVAR,2217484,N,Y,36.0093571,-115.283689
PAST SALE,December-21-2020,Single Family Residential,4349 E Azure Ave,Las Vegas,NV,89115,290000,4,3.0,Lamb & Tropical,2070,4356,2006,290,140,55,Sold,,,http://www.redfin.com/NV/Las-Vegas/4349-E-Azure-Ave-89115/home/28964194,GLVAR,2249458,N,Y,36.2727826,-115.0779447
PAST SALE,May-7-2020,Single Family Residential,1225 Triumph,Las Vegas,NV,89117,365000,4,2.5,Signature At Peccole Ranch 2- Unit 4,2080,4792,1992,518,175,100,Sold,,,http://www.redfin.com/NV/Las-Vegas/1225-Triumph-Ct-89117/home/29526333,GLVAR,2178562,N,Y,36.1563698,-115.3019781
PAST SALE,October-16-2020,Single Family Residential,689 Brandy Hill Pl,Henderson,NV,89052,450000,5,3.0,Southfork Parcel 4,2745,7841,2002,356,164,63,Sold,,,http://www.redfin.com/NV/Henderson/689-Brandy-Hill-Pl-89052/home/29876057,GLVAR,2225599,N,Y,36.0078285,-115.1044924
PAST SALE,,Single Family Residential,8336 Granite Peak Ct,Las Vegas,NV,89145,237000,3,2.0,,1423,3920,1992,,167,,,,,http://www.redfin.com/NV/Las-Vegas/8336-Granite-Peak-Ct-89145/home/29215779,,,N,Y,36.1670231,-115.2751229
PAST SALE,October-2-2020,Single Family Residential,7033 Whispering Falls Dr,North Las Vegas,NV,89084,343000,4,3.5,Tierra Santa Phase 1,2202,4356,2017,370,156,70,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/7033-Whispering-Fls-89084/home/144625131,GLVAR,2208988,N,Y,36.288456,-115.136021
PAST SALE,April-13-2021,Single Family Residential,9329 Sienna Vista Dr,Las Vegas,NV,89117,621500,4,3.0,Sienna Ridge,2352,6098,1994,177,264,146,Sold,,,http://www.redfin.com/NV/Las-Vegas/9329-Sienna-Vista-Dr-89117/home/29523314,GLVAR,2278835,N,Y,36.154483,-115.297871
PAST SALE,July-23-2021,Single Family Residential,107 Siddall Ave,Las Vegas,NV,89183,925000,4,3.0,Siddall & Haven,3020,20473,2013,76,306,,Sold,,,http://www.redfin.com/NV/Las-Vegas/107-Siddall-Ave-89183/home/52626525,GLVAR,2298780,N,Y,35.9899083,-115.1679337
PAST SALE,October-27-2020,Single Family Residential,1125 Aspen Valley Ave,Las Vegas,NV,89123,485000,4,3.0,Moondance,3203,8276,1998,345,151,25,Sold,,,http://www.redfin.com/NV/Las-Vegas/1125-Aspen-Valley-Ave-89123/home/29632007,GLVAR,2237780,N,Y,36.0215583,-115.1386814
PAST SALE,September-29-2020,Single Family Residential,2024 Humble Holw,North Las Vegas,NV,89084,435000,3,3.0,Aliante Parcels 30A & 30B,2700,6970,2006,373,161,39,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/2024-Humble-Hollow-Pl-89084/home/29178416,GLVAR,2198764,N,Y,36.2884902,-115.1718246
PAST SALE,November-13-2020,Single Family Residential,6125 Gray Wolf River Way,Las Vegas,NV,89149,675000,4,3.0,Fort Apache & Regena,3617,18295,2013,328,187,76,Sold,,,http://www.redfin.com/NV/Las-Vegas/6125-Gray-Wolf-River-Way-89149/home/52629509,GLVAR,2223271,N,Y,36.2720676,-115.2967693
PAST SALE,January-13-2020,Single Family Residential,928 Glamis Cir,North Las Vegas,NV,89032,205000,2,2.0,HIGHLAND HILLS UNIT 1,959,4356,1996,633,214,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/928-Glamis-Cir-89032/home/29253631,GLVAR,2155867,N,Y,36.2316897,-115.1556819
PAST SALE,March-29-2021,Single Family Residential,7408 Shelduck St,North Las Vegas,NV,89084,282000,2,2.0,Sun City Aliante Phase 2,1157,3920,2007,192,244,67,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/7408-Shelduck-St-89084/home/29266910,GLVAR,2272035,N,Y,36.2953792,-115.173052
PAST SALE,May-27-2020,Single Family Residential,5144 Silent Vly,Las Vegas,NV,89139,280000,3,2.5,Sunset Pass Unit 2,1739,2614,2007,498,161,50,Sold,,,http://www.redfin.com/NV/Las-Vegas/5144-Silent-Valley-Ct-89139/home/29054461,GLVAR,2191274,N,Y,36.0348575,-115.2113557
PAST SALE,June-26-2020,Single Family Residential,7565 Garden Vlg,Las Vegas,NV,89113,257000,3,2.5,Hampton Village At Nevada Trails,1444,2178,2006,468,178,30,Sold,,,http://www.redfin.com/NV/Las-Vegas/7565-Garden-Village-Ln-89113/home/29034764,GLVAR,2198769,N,Y,36.0508695,-115.2607627
PAST SALE,December-11-2019,Single Family Residential,4405 Acropolis Ave,North Las Vegas,NV,89031,227500,3,2.5,MARAVILLA UNIT 1,1586,2614,2004,666,143,115,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4405-Acropolis-Ave-89031/home/28977719,GLVAR,2149904,N,Y,36.2646489,-115.2003328
PAST SALE,April-22-2020,Single Family Residential,5605 Distant Drum St,North Las Vegas,NV,89081,310000,3,2.5,ROSE LAKE UNIT 1E,1835,7405,2006,533,169,35,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5605-Distant-Drum-St-89081/home/29048841,GLVAR,2174330,N,Y,36.2621198,-115.1031025
PAST SALE,May-28-2021,Single Family Residential,6128 River Belle St,North Las Vegas,NV,89031,375000,3,2.5,Riverwalk Ranch Twilight,2451,5227,2011,132,153,54,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6128-River-Belle-St-89031/home/40233188,GLVAR,2279765,N,Y,36.2718624,-115.1994992
PAST SALE,May-4-2020,Single Family Residential,2341 Golden Blossom Ct,Las Vegas,NV,89134,370000,3,2.0,Willow Tree #2 By Lewis Homes,1838,6098,1994,521,201,,Sold,,,http://www.redfin.com/NV/Las-Vegas/2341-Golden-Blossom-Ct-89134/home/29149175,GLVAR,2187165,N,Y,36.2040647,-115.2917919
PAST SALE,November-13-2019,Single Family Residential,7417 Silurian St,Las Vegas,NV,89139,235000,3,2.5,WARM SPRINGS BRONCO AT PINNACL,1230,1742,2005,694,191,78,Sold,,,http://www.redfin.com/NV/Las-Vegas/7417-Silurian-St-89139/home/29035276,GLVAR,2136286,N,Y,36.0541286,-115.2301584
PAST SALE,March-19-2021,Single Family Residential,6905 Raleigh Ave,Las Vegas,NV,89108,330000,3,2.0,Rosewood Estate,1576,8712,1986,202,209,,Sold,,,http://www.redfin.com/NV/Las-Vegas/6905-W-Raleigh-Ave-89108/home/29129564,GLVAR,2264351,N,Y,36.2313259,-115.2449312
PAST SALE,July-20-2020,Single Family Residential,7721 Kiowa Pointe,Las Vegas,NV,89131,437500,4,3.0,Appaloosa Canyon,2387,7841,2000,444,183,65,Sold,,,http://www.redfin.com/NV/Las-Vegas/7721-Kiowa-Point-St-89131/home/29844641,GLVAR,2202482,N,Y,36.3019475,-115.2782484
PAST SALE,September-29-2021,Single Family Residential,5316 Variety Ave,North Las Vegas,NV,89031,335700,3,2.0,Pipers Glen Phase 3,1385,5663,1999,8,242,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5316-Variety-Ave-89031/home/29080792,GLVAR,2321346,N,Y,36.2566625,-115.2019539
PAST SALE,June-29-2021,Single Family Residential,9011 Winthrop Springs Rd,Las Vegas,NV,89139,375000,4,3.0,Blue Diamond & Westwind,1615,3049,2010,100,232,50,Sold,,,http://www.redfin.com/NV/Las-Vegas/9011-S-Winthrop-Springs-Rd-89139/home/40548092,GLVAR,2290151,N,Y,36.0258106,-115.2222392
PAST SALE,June-25-2021,Single Family Residential,3945 Hampton Grove Ct,Las Vegas,NV,89129,401000,4,2.5,Canyon Meadows,2090,6098,1998,104,192,,Sold,,,http://www.redfin.com/NV/Las-Vegas/3945-Hampton-Grove-Ct-89129/home/29121202,GLVAR,2290221,N,Y,36.2328071,-115.3073026
PAST SALE,December-8-2020,Single Family Residential,8576 Fox Brook St,Las Vegas,NV,89139,405000,4,2.5,Napa Ridge Phase 2,2171,4792,2018,303,187,14,Sold,,,http://www.redfin.com/NV/Las-Vegas/8576-Fox-Brook-St-89139/home/166557678,GLVAR,2243547,N,Y,36.032646,-115.241655
PAST SALE,June-30-2020,Single Family Residential,2024 Fred Brown Dr,Las Vegas,NV,89106,217000,4,2.0,Whispering Timbers,1548,4792,2001,464,140,50,Sold,,,http://www.redfin.com/NV/Las-Vegas/2024-Fred-Brown-Dr-89106/home/29860210,GLVAR,2197009,N,Y,36.1967231,-115.1616342
PAST SALE,October-2-2020,Single Family Residential,7285 Mer Soliel Ct,Las Vegas,NV,89118,405000,5,3.0,Warm Spgs / Jones,2641,3485,2018,370,153,24,Sold,,,http://www.redfin.com/NV/Las-Vegas/7285-Mer-Soliel-Ct-89118/home/146416878,GLVAR,2215603,N,Y,36.0565317,-115.2327781
PAST SALE,April-30-2021,Single Family Residential,7288 Plushstone St,Las Vegas,NV,89148,308000,3,2.5,Richmond At Rhodes Ranch,1358,2178,2004,160,227,35,Sold,,,http://www.redfin.com/NV/Las-Vegas/7288-Plushstone-St-89148/home/28976660,GLVAR,2280668,N,Y,36.0560035,-115.2951719
PAST SALE,September-30-2021,Single Family Residential,8451 Antique Cameo Ave,Las Vegas,NV,89147,300000,2,2.0,Sapphaseire-Phase 3,989,4356,1999,7,303,43,Sold,,,http://www.redfin.com/NV/Las-Vegas/8451-Antique-Cameo-Ave-89147/home/29560329,GLVAR,2331292,N,Y,36.1113378,-115.275748
PAST SALE,May-14-2021,Single Family Residential,5941 Banbury Heights Way,Las Vegas,NV,89139,295000,3,2.5,Jones Moberly At Pinnacle Peaks,1476,3485,2003,146,200,48,Sold,,,http://www.redfin.com/NV/Las-Vegas/5941-Banbury-Heights-Way-89139/home/28965948,GLVAR,2277462,N,Y,36.0450694,-115.2231654
PAST SALE,July-30-2020,Single Family Residential,8620 Raindrop Canyon Ave,Las Vegas,NV,89129,390000,4,2.5,El Capitan Ranch,2653,5227,1999,434,147,18,Sold,,,http://www.redfin.com/NV/Las-Vegas/8620-Raindrop-Canyon-Ave-89129/home/29125248,GLVAR,2204128,N,Y,36.2268009,-115.282161
PAST SALE,September-30-2021,Single Family Residential,7787 Minas Ridge Dr,Las Vegas,NV,89178,474900,4,3.0,Tacinga Ridge,2615,3920,2014,7,182,55,Sold,,,http://www.redfin.com/NV/Las-Vegas/7787-Minas-Ridge-Dr-89178/home/92906190,GLVAR,2329081,N,Y,35.9992597,-115.2612777
PAST SALE,February-10-2021,Single Family Residential,7613 Tiffany Lamp Ct,Las Vegas,NV,89149,285000,3,2.5,Astoria At Town Center-North,1817,1742,2014,239,157,80,Sold,,,http://www.redfin.com/NV/Las-Vegas/7613-Tiffany-Lamp-Ct-89149/home/92904905,GLVAR,2259981,N,Y,36.2995975,-115.2901714
PAST SALE,December-9-2019,Single Family Residential,7487 Comanche Canyon Ave,Las Vegas,NV,89113,417500,3,2.0,NEVADA TRAILS R2-60 #3,2007,6534,2002,668,208,51,Sold,,,http://www.redfin.com/NV/Las-Vegas/7487-Comanche-Canyon-Ave-89113/home/29921203,GLVAR,2145078,N,Y,36.0460299,-115.2548179
PAST SALE,February-27-2020,Single Family Residential,6609 Scavenger Hunt St,North Las Vegas,NV,89084,330000,3,2.0,ALIANTE PARCEL 15,1918,7405,2006,588,172,61,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6609-Scavenger-Hunt-St-89084/home/29017935,GLVAR,2167634,N,Y,36.2806554,-115.1974613
PAST SALE,July-19-2021,Single Family Residential,1921 Coralino Dr,Henderson,NV,89074,495000,3,3.0,Silver Mill-Phase 1,2525,6098,1990,80,196,7,Sold,,,http://www.redfin.com/NV/Henderson/1921-Coralino-Dr-89074/home/29676429,GLVAR,2304524,N,Y,36.0400112,-115.0709021
PAST SALE,June-11-2021,Single Family Residential,2315 Little Italy Ave,North Las Vegas,NV,89031,295000,3,2.0,Tierra De Las Palmas Village 6,1230,5227,1999,118,240,22,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/2315-Little-Italy-Ave-89031/home/29083338,GLVAR,2289716,N,Y,36.2469944,-115.1749511
PAST SALE,May-24-2021,Single Family Residential,4050 Midnight Crest Ave,North Las Vegas,NV,89031,417000,4,2.5,Centennial & Valley North,2381,4792,2019,136,175,63,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4050-Midnight-Crest-Ave-89031/home/167610930,GLVAR,2278728,N,Y,36.2758742,-115.1943581
PAST SALE,October-23-2020,Single Family Residential,72 Tidwell Ln,Henderson,NV,89074,333000,3,2.5,Morningside 2 Amd,1331,7405,1989,349,250,10,Sold,,,http://www.redfin.com/NV/Henderson/72-Tidwell-Ln-89074/home/29620881,GLVAR,2231782,N,Y,36.0322187,-115.1073184
PAST SALE,June-2-2021,Single Family Residential,3353 Villa Fiori Ave,Las Vegas,NV,89141,300000,3,3.0,Villa Fiori,1552,2178,2005,127,193,45,Sold,,,http://www.redfin.com/NV/Las-Vegas/3353-Villa-Fiori-Ave-89141/home/29040661,GLVAR,2284427,N,Y,35.9930646,-115.1850948
PAST SALE,June-18-2021,Single Family Residential,6 Barton Spring Cir,Henderson,NV,89074,465000,3,2.0,Sandcastle 2,1603,6534,1992,111,290,,Sold,,,http://www.redfin.com/NV/Henderson/6-Barton-Spring-Cir-89074/home/29683092,GLVAR,2293867,N,Y,36.0262528,-115.0791957
PAST SALE,June-22-2021,Single Family Residential,8409 Bay Point Dr,Las Vegas,NV,89128,572500,4,3.5,Horizons,3152,7405,1993,107,182,65,Sold,,,http://www.redfin.com/NV/Las-Vegas/8409-Bay-Point-Dr-89128/home/29142894,GLVAR,2286494,N,Y,36.2077076,-115.2765815
PAST SALE,June-30-2020,Single Family Residential,3605 Inverness Grv,North Las Vegas,NV,89081,295000,2,2.0,Runvee Hobart,1585,5227,2007,464,186,208,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3605-Inverness-Grove-Ave-89081/home/29264282,GLVAR,2197364,N,Y,36.2670245,-115.0966163
PAST SALE,June-30-2021,Single Family Residential,1017 Vegas Palm Ave,North Las Vegas,NV,89032,365000,3,2.0,Craig & Palm,1810,6098,2016,99,202,66,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/1017-Vegas-Palm-Ave-89032/home/89128933,GLVAR,2292043,N,Y,36.2372361,-115.1567241
PAST SALE,May-11-2020,Single Family Residential,1730 Council Bluff Ln,North Las Vegas,NV,89031,240000,3,2.0,Eldorado 3-Rcl #10B,1293,4792,1996,514,186,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/1730-Council-Bluff-Ln-89031/home/29077322,GLVAR,2188660,N,Y,36.2707733,-115.1664747
PAST SALE,March-25-2020,Single Family Residential,2301 Crooked Creek Ave,Las Vegas,NV,89123,277000,3,2.5,VILLA SEDONA,1710,2178,2001,561,162,137,Sold,,,http://www.redfin.com/NV/Las-Vegas/2301-Crooked-Creek-Ave-89123/home/29835287,GLVAR,2169933,N,Y,36.0524308,-115.1197343
PAST SALE,June-10-2021,Single Family Residential,9720 Floweret Ave,Las Vegas,NV,89117,385000,2,2.0,Peccole Ranch At Pt Amd,1321,4356,1999,119,291,50,Sold,,,http://www.redfin.com/NV/Las-Vegas/9720-Floweret-Ave-89117/home/29525588,GLVAR,2291675,N,Y,36.1500626,-115.30846
PAST SALE,June-24-2021,Single Family Residential,8127 Lennox View Ln,Las Vegas,NV,89113,550000,4,3.5,Patrick & Rumrill,2496,4356,2017,105,220,58,Sold,,,http://www.redfin.com/NV/Las-Vegas/8127-Lennox-View-Ln-89113/home/144164051,GLVAR,2293803,N,Y,36.0742213,-115.268455
PAST SALE,July-30-2020,Single Family Residential,925 Cascade Lgt,North Las Vegas,NV,89031,375000,5,3.5,Granada Pointe,3293,9148,2006,434,114,40,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/925-Cascade-Light-Ave-89031/home/29050089,GLVAR,2200270,N,Y,36.2498974,-115.1550797
PAST SALE,November-7-2019,Single Family Residential,7621 Buckskin Ave,Las Vegas,NV,89129,266000,3,2.0,FOXFIRE RANCH,1348,4356,1997,700,197,27,Sold,,,http://www.redfin.com/NV/Las-Vegas/7621-Buckskin-Ave-89129/home/29129046,GLVAR,2131565,N,Y,36.2221229,-115.2620186
PAST SALE,June-18-2021,Single Family Residential,1159 Appaloosa Hills Ave,North Las Vegas,NV,89081,303000,3,2.5,Centennial Bruce West 40,1595,2614,2005,111,190,74,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/1159-Appaloosa-Hills-Ave-89081/home/29011821,GLVAR,2287520,N,Y,36.2753962,-115.1275634
PAST SALE,July-1-2020,Single Family Residential,8375 Belize Creek Ct,Las Vegas,NV,89113,350000,3,2.5,Pioneer & Shelbourne Ii,2019,4792,2016,463,173,31,Sold,,,http://www.redfin.com/NV/Las-Vegas/8375-Belize-Creek-Ct-89113/home/104499624,GLVAR,2190719,N,Y,36.0360996,-115.2574806
PAST SALE,April-9-2021,Single Family Residential,3729 Pecos Park Ave,North Las Vegas,NV,89081,342000,3,2.5,Pecos Park By Avante Homes,1960,5227,2007,181,174,43,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3729-Pecos-Park-Ave-89081/home/29016145,GLVAR,2270963,N,Y,36.273215,-115.0923746
PAST SALE,November-6-2020,Single Family Residential,7428 Fort Wilkins Dr,Las Vegas,NV,89129,393000,4,3.0,Pioneer Estate West-Phase 2,2387,6970,1994,335,165,,Sold,,,http://www.redfin.com/NV/Las-Vegas/7428-W-Fort-Wilkins-Dr-89129/home/29128608,GLVAR,2229743,N,Y,36.2294386,-115.2582678
PAST SALE,June-30-2020,Single Family Residential,4531 Allenford,Las Vegas,NV,89147,278000,3,2.5,Spring Valley Cottages,1574,4792,1990,464,177,14,Sold,,,http://www.redfin.com/NV/Las-Vegas/4531-Allenford-Dr-89147/home/29566095,GLVAR,2198056,N,Y,36.1064743,-115.2606757
PAST SALE,July-8-2021,Single Family Residential,8854 Mia Moore Ave,Las Vegas,NV,89147,470000,4,3.0,Palomita 2,2046,6534,1996,91,230,,Sold,,,http://www.redfin.com/NV/Las-Vegas/8854-Mia-Moore-Ave-89147/home/29554076,GLVAR,2293486,N,Y,36.1192318,-115.284754
PAST SALE,November-16-2020,Single Family Residential,1932 Old Mill Ln,Henderson,NV,89014,338500,3,3.0,Wilton Commons,1877,4792,1986,325,180,28,Sold,,,http://www.redfin.com/NV/Henderson/1932-Old-Mill-Ln-89014/home/29660885,GLVAR,2222759,N,Y,36.0542738,-115.0719678
PAST SALE,February-26-2021,Single Family Residential,4731 Siegfried St,Las Vegas,NV,89147,335500,3,2.0,Spring Valley,1555,6534,1988,223,216,14,Sold,,,http://www.redfin.com/NV/Las-Vegas/4731-Siegfried-St-89147/home/29566858,GLVAR,2260400,N,Y,36.1033261,-115.2558367
PAST SALE,July-17-2020,Single Family Residential,2552 Aviv,Las Vegas,NV,89121,580000,6,5.0,Paradise Island-Unit 2,4209,10019,1992,447,138,50,Sold,,,http://www.redfin.com/NV/Las-Vegas/2552-Aviv-Ct-89121/home/29473856,GLVAR,2191299,N,Y,36.1258224,-115.1152174
PAST SALE,May-20-2021,Single Family Residential,537 Ampere Ln,Las Vegas,NV,89145,515000,3,3.0,West Mesa Estate 1-Phase 8,2390,7841,1997,140,215,,Sold,,,http://www.redfin.com/NV/Las-Vegas/537-Ampere-Ln-89145/home/29214732,GLVAR,2286674,N,Y,36.1653358,-115.283064
